-2.00000000E+00 -2.00000000E+00 -1.74229509E+01 -7.65033649E+00 -7.62945250E+00
-2.00000000E+00 -1.92000000E+00 -1.68257516E+01 -7.62767006E+00 -7.30058111E+00
-2.00000000E+00 -1.84000000E+00 -1.62548480E+01 -7.60344999E+00 -6.97208095E+00
-2.00000000E+00 -1.76000000E+00 -1.57102051E+01 -7.57760631E+00 -6.64408830E+00
-2.00000000E+00 -1.68000000E+00 -1.51917762E+01 -7.55007869E+00 -6.31676139E+00
-2.00000000E+00 -1.60000000E+00 -1.46995007E+01 -7.52082079E+00 -5.99028231E+00
-2.00000000E+00 -1.52000000E+00 -1.42333029E+01 -7.48980553E+00 -5.66485839E+00
-2.00000000E+00 -1.44000000E+00 -1.37930891E+01 -7.45703122E+00 -5.34072311E+00
-2.00000000E+00 -1.36000000E+00 -1.33787459E+01 -7.42252886E+00 -5.01813599E+00
-2.00000000E+00 -1.28000000E+00 -1.29901385E+01 -7.38637021E+00 -4.69738119E+00
-2.00000000E+00 -1.20000000E+00 -1.26271079E+01 -7.34867662E+00 -4.37876450E+00
-2.00000000E+00 -1.12000000E+00 -1.22894705E+01 -7.30962828E+00 -4.06260800E+00
-2.00000000E+00 -1.04000000E+00 -1.19770162E+01 -7.26947329E+00 -3.74924224E+00
-2.00000000E+00 -9.60000000E-01 -1.16895086E+01 -7.22853581E+00 -3.43899533E+00
-2.00000000E+00 -8.80000000E-01 -1.14266855E+01 -7.18722234E+00 -3.13217891E+00
-2.00000000E+00 -8.00000000E-01 -1.11882610E+01 -7.14602488E+00 -2.82907091E+00
-2.00000000E+00 -7.20000000E-01 -1.09739292E+01 -7.10551969E+00 -2.52989563E+00
-2.00000000E+00 -6.40000000E-01 -1.07833688E+01 -7.06636027E+00 -2.23480197E+00
-2.00000000E+00 -5.60000000E-01 -1.06162505E+01 -7.02926357E+00 -1.94384149E+00
-2.00000000E+00 -4.80000000E-01 -1.04722456E+01 -6.99498865E+00 -1.65694799E+00
-2.00000000E+00 -4.00000000E-01 -1.03510356E+01 -6.96430808E+00 -1.37392129E+00
-2.00000000E+00 -3.20000000E-01 -1.02523241E+01 -6.93797296E+00 -1.09441769E+00
-2.00000000E+00 -2.40000000E-01 -1.01758477E+01 -6.91667393E+00 -8.17949336E-01
-2.00000000E+00 -1.60000000E-01 -1.01213878E+01 -6.90100114E+00 -5.43894140E-01
-2.00000000E+00 -8.00000000E-02 -1.00887799E+01 -6.89140716E+00 -2.71516815E-01
-2.00000000E+00  1.77635684E-15 -1.00779221E+01 -6.88817676E+00  6.02566723E-15
-2.00000000E+00  8.00000000E-02 -1.00887799E+01 -6.89140716E+00  2.71516815E-01
-2.00000000E+00  1.60000000E-01 -1.01213878E+01 -6.90100114E+00  5.43894140E-01
-2.00000000E+00  2.40000000E-01 -1.01758477E+01 -6.91667393E+00  8.17949336E-01
-2.00000000E+00  3.20000000E-01 -1.02523241E+01 -6.93797296E+00  1.09441769E+00
-2.00000000E+00  4.00000000E-01 -1.03510356E+01 -6.96430808E+00  1.37392129E+00
-2.00000000E+00  4.80000000E-01 -1.04722456E+01 -6.99498865E+00  1.65694799E+00
-2.00000000E+00  5.60000000E-01 -1.06162505E+01 -7.02926357E+00  1.94384149E+00
-2.00000000E+00  6.40000000E-01 -1.07833688E+01 -7.06636027E+00  2.23480197E+00
-2.00000000E+00  7.20000000E-01 -1.09739292E+01 -7.10551969E+00  2.52989563E+00
-2.00000000E+00  8.00000000E-01 -1.11882610E+01 -7.14602488E+00  2.82907091E+00
-2.00000000E+00  8.80000000E-01 -1.14266855E+01 -7.18722234E+00  3.13217891E+00
-2.00000000E+00  9.60000000E-01 -1.16895086E+01 -7.22853581E+00  3.43899533E+00
-2.00000000E+00  1.04000000E+00 -1.19770162E+01 -7.26947329E+00  3.74924224E+00
-2.00000000E+00  1.12000000E+00 -1.22894705E+01 -7.30962828E+00  4.06260800E+00
-2.00000000E+00  1.20000000E+00 -1.26271079E+01 -7.34867662E+00  4.37876450E+00
-2.00000000E+00  1.28000000E+00 -1.29901385E+01 -7.38637021E+00  4.69738119E+00
-2.00000000E+00  1.36000000E+00 -1.33787459E+01 -7.42252886E+00  5.01813599E+00
-2.00000000E+00  1.44000000E+00 -1.37930891E+01 -7.45703122E+00  5.34072311E+00
-2.00000000E+00  1.52000000E+00 -1.42333029E+01 -7.48980553E+00  5.66485839E+00
-2.00000000E+00  1.60000000E+00 -1.46995007E+01 -7.52082079E+00  5.99028231E+00
-2.00000000E+00  1.68000000E+00 -1.51917762E+01 -7.55007869E+00  6.31676139E+00
-2.00000000E+00  1.76000000E+00 -1.57102051E+01 -7.57760631E+00  6.64408830E+00
-2.00000000E+00  1.84000000E+00 -1.62548480E+01 -7.60344999E+00  6.97208095E+00
-2.00000000E+00  1.92000000E+00 -1.68257516E+01 -7.62767006E+00  7.30058111E+00
-2.00000000E+00  2.00000000E+00 -1.74229509E+01 -7.65033649E+00  7.62945250E+00
-1.92000000E+00 -2.00000000E+00 -1.68239477E+01 -7.32485320E+00 -7.60693232E+00
-1.92000000E+00 -1.92000000E+00 -1.62286139E+01 -7.30088023E+00 -7.27644991E+00
-1.92000000E+00 -1.84000000E+00 -1.56597082E+01 -7.27514902E+00 -6.94625270E+00
-1.92000000E+00 -1.76000000E+00 -1.51172021E+01 -7.24756279E+00 -6.61648374E+00
-1.92000000E+00 -1.68000000E+00 -1.46010549E+01 -7.21803243E+00 -6.28731211E+00
-1.92000000E+00 -1.60000000E+00 -1.41112110E+01 -7.18648122E+00 -5.95893577E+00
-1.92000000E+00 -1.52000000E+00 -1.36475978E+01 -7.15285075E+00 -5.63158414E+00
-1.92000000E+00 -1.44000000E+00 -1.32101232E+01 -7.11710823E+00 -5.30552007E+00
-1.92000000E+00 -1.36000000E+00 -1.27986724E+01 -7.07925518E+00 -4.98104099E+00
-1.92000000E+00 -1.28000000E+00 -1.24131056E+01 -7.03933754E+00 -4.65847865E+00
-1.92000000E+00 -1.20000000E+00 -1.20532550E+01 -6.99745708E+00 -4.33819687E+00
-1.92000000E+00 -1.12000000E+00 -1.17189228E+01 -6.95378385E+00 -4.02058672E+00
-1.92000000E+00 -1.04000000E+00 -1.14098790E+01 -6.90856894E+00 -3.70605836E+00
-1.92000000E+00 -9.60000000E-01 -1.11258602E+01 -6.86215682E+00 -3.39502897E+00
-1.92000000E+00 -8.80000000E-01 -1.08665701E+01 -6.81499591E+00 -3.08790612E+00
-1.92000000E+00 -8.00000000E-01 -1.06316809E+01 -6.76764571E+00 -2.78506655E+00
